Timestamp,Current (A),Voltage (V),Resistance (Ohms)
2024-11-22 17:27:47,-0.0005,-8.035259885999999e-06,0.016070551913103824
2024-11-22 17:27:49,-0.0004,-6.250745418000001e-06,0.015626902612256535
2024-11-22 17:27:52,-0.00030000000000000003,-4.477063112000001e-06,0.014923593451978176
2024-11-22 17:27:54,-0.00020000000000000004,-2.767796206e-06,0.013839050225251124
2024-11-22 17:27:57,-0.00010000000000000003,-1.0823392486e-06,0.010823500721007209
2024-11-22 17:27:59,-2.710505431213761e-20,6.509721456e-07,650.9721456176446
2024-11-22 17:28:02,9.999999999999998e-05,2.180044384e-06,0.021800225837741626
2024-11-22 17:28:04,0.00019999999999999998,3.899020324e-06,0.01949500414497928
2024-11-22 17:28:06,0.0003,5.752839354e-06,0.0191760672597758
2024-11-22 17:28:09,0.00039999999999999996,7.5613647740000005e-06,0.018903364676588312
2024-11-22 17:28:11,0.0005,9.184563762e-06,0.018369090785818425
