Timestamp,Pressure (bar),Voltage (V),Resistance (ohms)
2024-11-22 19:00:34,179.4433333333333,3.84303383e-06,0.007686052287895425
2024-11-22 19:00:44,178.87833333333333,3.826870485e-06,0.007653725662548675
2024-11-22 19:00:54,178.28333333333333,3.8010287833333337e-06,0.007602042362581942
2024-11-22 19:01:04,177.67,3.7134116350000003e-06,0.0074268084163831675
2024-11-22 19:01:14,177.035,3.7684156116666664e-06,0.007536816149701033
2024-11-22 19:01:24,176.39666666666668,3.751151231666667e-06,0.0075022874587584165
2024-11-22 19:01:34,175.7216666666667,3.0883792366666666e-06,0.006176746119841093
2024-11-22 19:01:44,175.02166666666668,1.8842007350000001e-06,0.0037683939332121335
2024-11-22 19:01:54,174.30999999999997,1.606190758666667e-06,0.0032123750925831486
2024-11-22 19:02:04,173.57833333333335,1.4644096935000002e-06,0.0029288135293729415
2024-11-22 19:02:14,172.69666666666663,1.5017883566666667e-06,0.0030035707061919206
2024-11-22 19:02:25,171.9,1.4090809581666668e-06,0.0028181562800207735
2024-11-22 19:02:35,171.14333333333335,1.474692543e-06,0.0029493791872416252
2024-11-22 19:02:45,170.31833333333336,1.5029393338333331e-06,0.0030058726559213543
2024-11-22 19:02:55,169.34,1.48399313e-06,0.0029679803240393516
2024-11-22 19:03:05,168.41666666666666,1.4955988331666667e-06,0.0029911916839499655
2024-11-22 19:03:15,167.46333333333334,3.0512390666666668e-06,0.006102465928401476
2024-11-22 19:03:25,166.485,5.483832086666667e-06,0.010967642238048858
2024-11-22 19:03:35,165.45333333333335,7.206076875e-06,0.014412124925750149
2024-11-22 19:03:45,164.38333333333333,7.597237693333334e-06,0.015194444997776672
2024-11-22 19:03:55,163.27833333333334,7.5815674466666685e-06,0.015163104567124202
2024-11-22 19:04:05,162.12666666666667,7.563473673333333e-06,0.01512691709283248
2024-11-22 19:04:15,160.9,7.415765444999999e-06,0.014831501226997544
2024-11-22 19:04:25,159.62,7.460263811666667e-06,0.014920497782337769
2024-11-22 19:04:36,158.11666666666667,7.3832545e-06,0.014766479467041065
2024-11-22 19:04:45,156.67000000000002,7.245706125e-06,0.014491383267233465
2024-11-22 19:04:56,155.34333333333333,7.17712565e-06,0.014354222591554815
2024-11-22 19:05:06,153.87333333333333,7.011033309999999e-06,0.014022038575922846
2024-11-22 19:05:16,152.36666666666667,6.990300288333333e-06,0.013980572615521434
2024-11-22 19:05:26,150.795,6.902127415e-06,0.013804227221545557
2024-11-22 19:05:36,149.38333333333335,6.789166646666666e-06,0.013578306136721058
2024-11-22 19:05:46,148.02666666666667,6.641950141666666e-06,0.013283873715585901
2024-11-22 19:05:56,146.72,6.678498935e-06,0.013356971156057686
