Timestamp,Current (A),Voltage (V),Resistance (Ohms)
2024-11-22 16:31:36,-0.0005,-6.5531889720000004e-06,0.013106404156808315
2024-11-22 16:31:38,-0.0004,-5.083547048000001e-06,0.012708899392248483
2024-11-22 16:31:41,-0.00030000000000000003,-3.621889766e-06,0.012073006130020433
2024-11-22 16:31:43,-0.00020000000000000004,-2.1543924199999997e-06,0.010772015960079796
2024-11-22 16:31:46,-0.00010000000000000003,-6.921563814e-07,0.006921633030330301
2024-11-22 16:31:48,-2.710505431213761e-20,7.814764578e-07,781.4764578211818
2024-11-22 16:31:51,9.999999999999998e-05,2.139979912e-06,0.02139958512414876
2024-11-22 16:31:53,0.00019999999999999998,3.6078371839999998e-06,0.01803909572452138
2024-11-22 16:31:55,0.0003,5.192165921999999e-06,0.017307162049459833
2024-11-22 16:31:58,0.00039999999999999996,6.659507142000001e-06,0.01664872623318442
2024-11-22 16:32:00,0.0005,8.125590476e-06,0.0162511484497031
