Timestamp,Current (A),Voltage (V),Resistance (Ohm)
2025-02-24 12:16:59,1.1,4.463459328e-06,0.008926900802198396
2025-02-24 12:17:44,3.0,4.7645797840000004e-06,0.00952914050971898
2025-02-24 12:19:55,3.5,5.131059029e-06,0.010262097533804932
2025-02-24 12:22:37,4.0,4.997167655000001e-06,0.009994315321369358
2025-02-24 12:23:38,4.6,5.133318276000001e-06,0.010266616018767964
2025-02-24 12:25:22,5.0,5.257370096e-06,0.010514719162561675
2025-02-24 12:25:34,6.0,5.27043906e-06,0.010540857038285924
2025-02-24 12:26:21,7.0,5.357026113999999e-06,0.010714030799938398
2025-02-24 12:26:38,8.0,5.483043820999999e-06,0.010966065709868578
2025-02-24 12:27:27,10.0,5.550754983e-06,0.011101487763024474
2025-02-24 12:28:22,12.0,5.652870729e-06,0.011305718846562306
2025-02-24 12:28:36,13.0,5.716977685e-06,0.011433932502134994
2025-02-24 12:28:57,15.0,5.892447335000001e-06,0.011784871100257801
2025-02-24 12:29:48,18.0,5.777026575e-06,0.011554030041939917
2025-02-24 12:32:22,23.0,5.930154650000001e-06,0.011860285579428842
2025-02-24 12:35:09,31.0,5.979045569000001e-06,0.011958067221865558
2025-02-24 12:35:52,32.0,5.98593553e-06,0.011971847116305766
2025-02-24 12:37:30,33.0,5.982932656000001e-06,0.011965841380317241
2025-02-24 12:38:24,34.0,5.986272390999999e-06,0.011972520836958324
2025-02-24 12:40:01,35.0,5.993929097e-06,0.011987834218331564
2025-02-24 12:41:07,36.0,6.005338022e-06,0.012010652022695955
2025-02-24 12:44:44,38.44166666666666,6.031553508e-06,0.01206308288983422
2025-02-24 12:45:00,38.641666666666666,6.033235972e-06,0.012066447811104377
2025-02-24 12:45:17,38.735,6.02579196e-06,0.012051559816880365
2025-02-24 12:45:33,39.14,6.030989113e-06,0.012061954102091795
2025-02-24 12:45:49,39.294999999999995,6.0296213419999995e-06,0.012059218565562867
2025-02-24 12:46:05,39.556666666666665,6.034798240000001e-06,0.012069572340855319
2025-02-24 12:46:21,39.695,6.0358822039999995e-06,0.01207174026451947
2025-02-24 12:46:37,39.824999999999996,6.032972433e-06,0.012065920734158532
2025-02-24 12:46:53,40.03000000000001,6.037954791999999e-06,0.012075885432229132
2025-02-24 12:47:09,40.37166666666666,6.0416456849999995e-06,0.012083267203465592
2025-02-24 12:47:25,40.519999999999996,6.038643396e-06,0.012077262637474726
2025-02-24 12:47:41,40.7,6.044523092e-06,0.012089022005955987
2025-02-24 12:47:57,40.92333333333334,6.0468348850000005e-06,0.012093645582708834
2025-02-24 12:48:13,41.03333333333334,6.041564630999999e-06,0.012083105095789807
2025-02-24 12:48:29,41.21333333333333,6.041449886e-06,0.012082875606248787
2025-02-24 12:48:45,41.27,6.036960451999999e-06,0.012073896756206485
2025-02-24 12:49:01,41.45833333333333,6.050517211999999e-06,0.012101010221979553
2025-02-24 12:49:17,41.60166666666667,6.046101494e-06,0.012092178803642393
2025-02-24 12:49:49,41.681666666666665,6.037726326000001e-06,0.012075428501142998
2025-02-24 12:50:32,41.65833333333333,6.03879521e-06,0.01207756626486747
