Timestamp,Voltage (V),Resistance (ohm)
2024-12-23 18:46:03,1.8354997770999998e-06,0.003670992212215575
2024-12-23 18:47:18,1.8717205418e-06,0.0037434335967328064
2024-12-23 18:48:32,1.8627129489e-06,0.0037254184469631057
2024-12-23 18:49:47,1.8390900942e-06,0.003678172832054336
2024-12-23 18:51:02,1.8736492874e-06,0.003747291080217839
2024-12-23 18:52:16,1.9110357732e-06,0.003822063902272195
2024-12-23 18:53:31,1.9675274138999996e-06,0.003935046957706084
2024-12-23 18:54:45,1.9652471009e-06,0.003930486340827318
2024-12-23 18:56:01,2.0103080398e-06,0.004020608038383923
2024-12-23 18:57:16,2.0492206197e-06,0.004098433042533915
2024-12-23 18:58:30,1.9984447227e-06,0.0039968814516370965
2024-12-23 18:59:45,2.0092873712e-06,0.004018566705266589
2024-12-23 19:01:00,2.0301570104e-06,0.004060305900188199
