Timestamp,Current (A),Voltage (V),Resistance (Ohms)
2024-11-16 18:15:51,-0.0005,0.327243447,-654.488202976406
2024-11-16 18:15:55,-0.0004,0.3879058262,-969.7669899174748
2024-11-16 18:15:57,-0.00030000000000000003,0.3262636982,-1087.5492858309528
2024-11-16 18:16:00,-0.00020000000000000004,0.244741898,-1223.7156085780427
2024-11-16 18:16:02,-0.00010000000000000003,0.1560925358,-1560.9409674096735
2024-11-16 18:16:05,-2.710505431213761e-20,0.042819729200000003,42819729.20116063
2024-11-16 18:16:07,9.999999999999998e-05,-0.06050910060000001,-605.0849551504488
2024-11-16 18:16:10,0.00019999999999999998,-0.1989300968,-994.6455107724463
2024-11-16 18:16:13,0.0003,-0.2902455058,-967.4817943940188
2024-11-16 18:16:15,0.00039999999999999996,-0.3519863186,-879.9635965910086
2024-11-16 18:16:18,0.0005,-0.39362304579999996,-787.2445171109656
