Timestamp,Load Pressure (bar),Voltage (V),Resistance (ohm)
2025-01-28 18:06:31,196.2625,3.960533438333334e-06,0.007921051034564598
2025-01-28 18:06:46,195.8925,3.955393326666667e-06,0.00791077083179167
2025-01-28 18:06:57,195.48250000000002,3.961876933333333e-06,0.007923738019190628
2025-01-28 18:07:12,194.97,3.963560583333333e-06,0.00792710531245604
2025-01-28 18:07:22,194.6125,3.950372451666667e-06,0.00790072910187513
2025-01-28 18:07:32,194.25,3.951384890000001e-06,0.007902753974492051
2025-01-28 18:07:43,193.875,3.948860376666667e-06,0.007897704957923418
2025-01-28 18:08:34,193.4075,3.895199043333333e-06,0.007790382505901654
2025-01-28 18:08:45,191.46249999999998,3.868374946666666e-06,0.0077367344198644925
2025-01-28 18:09:02,190.78,3.811341676666667e-06,0.007622668107997117
2025-01-28 18:09:19,190.26,3.712172516666667e-06,0.007424330184672964
2025-01-28 18:09:32,189.56,3.443486125e-06,0.006886958476083047
2025-01-28 18:09:42,189.0975,3.1653118133333333e-06,0.006330610965444735
2025-01-28 18:09:52,188.70749999999998,2.8868095983333336e-06,0.005773607649451368
2025-01-28 18:10:02,188.31,2.4157395683333333e-06,0.004831469473727719
2025-01-28 18:10:13,187.90249999999997,2.1505095650000003e-06,0.0043010105279789445
2025-01-28 18:10:23,187.43749999999997,1.96371786e-06,0.003927427865144269
2025-01-28 18:10:34,187.075,1.8218530749999998e-06,0.0036436988626022742
2025-01-28 18:10:45,186.635,1.7257922616666669e-06,0.0034515776201780933
2025-01-28 18:10:55,186.2175,1.6219086733333332e-06,0.003243810859044948
2025-01-28 18:11:05,185.79250000000002,1.5152052033333333e-06,0.0030304043458579746
2025-01-28 18:11:15,185.38,1.4434905533333333e-06,0.002886975332716001
2025-01-28 18:11:25,184.97750000000002,1.4151898195000002e-06,0.002830373978252044
2025-01-28 18:11:35,184.575,1.4315925816666667e-06,0.002863179436974459
2025-01-28 18:11:46,184.14749999999998,1.445089404e-06,0.0028901730276539445
2025-01-28 18:11:56,183.6975,1.4720499016666667e-06,0.002944093915145503
2025-01-28 18:12:06,183.28500000000003,1.5689528949999998e-06,0.0031378995142009713
2025-01-28 18:12:16,182.85500000000002,1.8028370033333333e-06,0.003605666795333076
2025-01-28 18:12:27,182.42499999999998,2.1501994783333335e-06,0.004300390355885955
2025-01-28 18:12:37,181.9425,2.502067355e-06,0.005004124701750596
2025-01-28 18:12:47,181.5025,2.9563908066666663e-06,0.0059127697877937565
2025-01-28 18:13:04,181.0775,3.9288103349999995e-06,0.00785760495479009
2025-01-28 18:13:14,180.39749999999998,4.852985321666667e-06,0.00970595123143087
2025-01-28 18:13:24,179.86749999999998,5.836666658333333e-06,0.011673309970046725
2025-01-28 18:13:34,179.44,6.734399031666666e-06,0.01346877112579108
2025-01-28 18:13:44,178.98749999999998,7.49680094e-06,0.014993571892856215
2025-01-28 18:13:54,178.5375,8.062611718333333e-06,0.016125191186284294
2025-01-28 18:14:05,178.015,8.272424761666666e-06,0.016544816433700465
2025-01-28 18:14:15,177.4925,8.257531823333335e-06,0.016515030616605437
2025-01-28 18:14:25,176.9975,8.213841023333333e-06,0.01642764919136828
2025-01-28 18:14:36,176.445,8.192968533333333e-06,0.016385904294858075
2025-01-28 18:14:46,175.7425,8.160095443333333e-06,0.01632015824635017
2025-01-28 18:14:56,175.105,8.119929358333334e-06,0.016239826237014192
2025-01-28 18:15:06,174.4525,8.040993026666666e-06,0.016081953889425554
2025-01-28 18:15:17,173.62,7.991132885000001e-06,0.01598223380553239
2025-01-28 18:15:28,172.58,7.945758128333333e-06,0.015891484473697717
2025-01-28 18:15:38,171.8125,7.900212528333334e-06,0.015800393455879753
2025-01-28 18:15:50,170.91500000000002,7.807178553333335e-06,0.015614325878014913
2025-01-28 18:16:01,170.075,7.767238701666665e-06,0.015534446334440661
2025-01-28 18:16:11,169.16500000000002,7.686908619999999e-06,0.015373786492427011
2025-01-28 18:16:22,168.0825,7.630409716666667e-06,0.01526078891175551
2025-01-28 18:16:32,167.01,7.5573364983333325e-06,0.01511464276738113
2025-01-28 18:16:42,165.785,7.510982511666667e-06,0.015021934979463374
2025-01-28 18:16:52,164.66000000000003,7.4543999383333334e-06,0.014908770059126547
2025-01-28 18:17:04,163.405,7.417261405e-06,0.014834493141013717
2025-01-28 18:17:14,162.1725,7.407853778333333e-06,0.014815677925310815
2025-01-28 18:17:24,161.0625,7.362566831666666e-06,0.014725104213124904
2025-01-28 18:17:34,160.035,7.273094006666667e-06,0.014546158921015491
2025-01-28 18:17:48,159.025,7.2337693799999996e-06,0.014467509824980348
2025-01-28 18:18:12,156.8125,7.122731026666667e-06,0.014245433562466207
2025-01-28 18:18:37,155.4775,6.902791651666667e-06,0.013805555692221949
2025-01-28 18:18:53,153.20499999999998,6.741517789999999e-06,0.01348300861398277
2025-01-28 18:19:07,152.3625,6.637754505e-06,0.01327548245903508
2025-01-28 18:19:17,151.4225,6.580240858333334e-06,0.013160455395755876
2025-01-28 18:19:29,150.685,6.509213089999999e-06,0.013018400143199712
2025-01-28 18:19:39,150.1075,6.4003419833333344e-06,0.012800658365349937
2025-01-28 18:19:49,149.56,6.375207491666667e-06,0.012750389482554369
2025-01-28 18:20:00,149.025,6.291800665e-06,0.012583576162847674
2025-01-28 18:20:10,148.49,6.247956701666666e-06,0.01249588841155651
2025-01-28 18:20:20,148.005,6.205610926666667e-06,0.01241119703093927
2025-01-28 18:20:30,147.5125,6.16053017e-06,0.012321035697928603
2025-01-28 18:20:40,147.07,6.1377979499999995e-06,0.012275571348857301
2025-01-28 18:20:51,146.6,6.115823708333334e-06,0.01223162295342076
2025-01-28 18:21:01,146.185,6.0827444816666676e-06,0.01216546463240407
2025-01-28 18:21:11,145.73000000000002,6.061786941666666e-06,0.01212354963623406
2025-01-28 18:21:21,145.33749999999998,6.0224151449999995e-06,0.012044806200387597
2025-01-28 18:21:31,144.95499999999998,6.018236673333333e-06,0.012036449273768117
2025-01-28 18:21:42,144.595,6.003294376666666e-06,0.012006564740203852
2025-01-28 18:21:52,144.1725,5.977534548333332e-06,0.01195504518657629
2025-01-28 18:22:02,143.8075,5.9696945116666665e-06,0.011939365144603043
2025-01-28 18:22:12,143.47750000000002,5.948598326666666e-06,0.011897172858987613
2025-01-28 18:22:22,143.1575,5.893252888333333e-06,0.011786482203702257
2025-01-28 18:22:32,142.8225,5.834504813333333e-06,0.011668986288694089
