Timestamp,Load Pressure (bar),Voltage (V),Resistance (ohm)
2025-03-08 14:54:34,3.266666666666666,1.2277495898e-06,0.002455494268611463
2025-03-08 14:54:54,4.1866666666666665,1.4590538078799999e-06,0.0029181017795564404
2025-03-08 14:55:31,4.294999999999999,1.7411116507999998e-06,0.003482216337167325
2025-03-08 14:56:33,4.3533333333333335,2.1411808196e-06,0.00428235307449385
2025-03-08 14:56:49,5.263333333333333,1.897538558e-06,0.003795069525860948
2025-03-08 14:57:44,6.381666666666665,1.9035217624000001e-06,0.0038070359107281785
2025-03-08 14:58:11,7.38,1.6663525559999999e-06,0.0033326984466031063
2025-03-08 14:59:18,8.163333333333334,1.4275933756e-06,0.002855181040837918
2025-03-08 14:59:34,9.221666666666666,1.5179644149999999e-06,0.003035922758154483
2025-03-08 15:00:16,9.295,1.3820792737e-06,0.0027641530190939618
2025-03-08 15:00:32,10.405,1.464418294293e-06,0.002928830730924538
2025-03-08 15:00:48,11.886666666666665,1.2249429278000003e-06,0.0024498809558380886
2025-03-08 15:01:05,12.518333333333333,1.2314898643510001e-06,0.0024629748027523947
2025-03-08 15:01:21,15.525,8.751044464e-07,0.0017502053923892152
2025-03-08 15:01:37,16.374999999999996,8.654800417999999e-07,0.0017309566216867564
2025-03-08 15:01:53,16.67,8.018972184000001e-07,0.0016037912292175417
2025-03-08 15:04:46,17.508333333333333,8.128850567e-07,0.001625766861866276
2025-03-08 15:05:02,18.113333333333333,8.524541013999999e-07,0.0017049047929904137
2025-03-08 15:05:41,18.194999999999997,7.703718984000001e-07,0.0015407407153185694
2025-03-08 15:05:57,24.55333333333333,6.9168566863e-07,0.0013833685705228588
2025-03-08 15:06:13,25.035,5.1118014728e-07,0.0010223582498435004
2025-03-08 15:06:29,30.52333333333333,5.377319141e-07,0.0010754616772766454
2025-03-08 15:06:47,30.558333333333334,5.077419169999999e-07,0.0010154818030363938
2025-03-08 15:07:15,30.825,5.23051197e-07,0.0010461003017993963
2025-03-08 15:07:32,30.946666666666662,5.018513299e-07,0.0010037006523986951
2025-03-08 15:07:48,31.256666666666664,4.814252692999999e-07,0.000962848612902774
2025-03-08 15:08:04,31.361666666666668,4.799602330999999e-07,0.000959918546362907
2025-03-08 15:08:20,31.724999999999998,4.5522207480000004e-07,0.0009104423287153426
2025-03-08 15:08:36,32.038333333333334,4.5630536867e-07,0.0009126089121221757
2025-03-08 15:08:53,32.25833333333333,4.3705525308000005e-07,0.0008741087579424841
2025-03-08 15:09:09,32.66,4.22937646486e-07,0.0008458736012247975
2025-03-08 15:09:25,32.958333333333336,4.2216897557e-07,0.000844336262467475
2025-03-08 15:09:41,33.12833333333334,4.0798447378499996e-07,0.0008159673156353687
2025-03-08 15:09:58,33.595,4.0696311913999996e-07,0.000813924610430779
2025-03-08 15:10:14,33.843333333333334,3.9070479051000006e-07,0.0007814080182039637
2025-03-08 15:10:30,34.22666666666667,3.79385322901e-07,0.0007587691282637434
2025-03-08 15:10:46,34.50166666666667,3.7749498552900003e-07,0.0007549884610810779
2025-03-08 15:11:02,34.641666666666666,3.982768498100001e-07,0.000796552106515787
2025-03-08 15:11:19,35.11166666666667,3.9083887812000004e-07,0.0007816761928876142
2025-03-08 15:11:35,35.43666666666667,3.9286091164999996e-07,0.0007857202518594962
2025-03-08 15:11:51,35.61833333333334,3.9597641254e-07,0.0007919512411775176
2025-03-08 15:12:08,36.0,3.9800873179000005e-07,0.0007960158715482569
2025-03-08 15:12:24,36.203333333333326,3.834526082e-07,0.0007669036825926347
2025-03-08 15:12:40,36.388333333333335,4.0108299185000004e-07,0.0008021643793712413
2025-03-08 15:12:56,36.85333333333333,4.106357559249e-07,0.0008212698693100613
2025-03-08 15:13:13,37.07833333333333,3.9954334257099993e-07,0.0007990850869718258
2025-03-08 15:13:29,37.49333333333333,4.1064359788000005e-07,0.0008212855531888937
2025-03-08 15:13:45,37.78666666666667,4.2053678709e-07,0.0008410718920362158
2025-03-08 15:14:01,37.915,4.026382519280001e-07,0.0008052748933062135
2025-03-08 15:14:17,38.26166666666667,3.9496302559999997e-07,0.0007899244713510572
2025-03-08 15:14:34,38.644999999999996,4.2040273856999993e-07,0.0008408037955324087
2025-03-08 15:14:50,38.905,4.5684975694e-07,0.000913697686484627
2025-03-08 15:15:06,39.211666666666666,4.5912964113999997e-07,0.0009182574457651083
2025-03-08 15:15:22,39.501666666666665,4.768631472e-07,0.0009537243869512261
2025-03-08 15:15:39,39.665000000000006,4.570148699e-07,0.0009140279117441764
2025-03-08 15:15:55,40.13999999999999,4.5887178426e-07,0.0009177417330365338
2025-03-08 15:16:11,40.38999999999999,4.5252735475999997e-07,0.000905052899414201
2025-03-08 15:16:27,40.68000000000001,4.893560772e-07,0.000978710196979606
2025-03-08 15:16:43,40.904999999999994,4.948340198e-07,0.0009896660602678794
2025-03-08 15:17:00,41.165,4.6106918200000004e-07,0.0009221365197269605
2025-03-08 15:17:16,41.39833333333333,4.282225005e-07,0.0008564432881134238
2025-03-08 15:17:32,41.805,4.6339036758e-07,0.0009267788816022368
2025-03-08 15:17:48,42.105,4.4472836899999995e-07,0.0008894549590900817
2025-03-08 15:18:05,42.59666666666667,4.3639290554000003e-07,0.000872784065511869
2025-03-08 15:18:21,43.00666666666667,4.6410216189999997e-07,0.0009282024673950651
2025-03-08 15:18:37,43.166666666666664,4.720663111e-07,0.0009441307339385321
2025-03-08 15:18:53,43.43666666666667,4.5766491110000003e-07,0.0009153279915440169
2025-03-08 15:19:09,43.671666666666674,4.7596576419999997e-07,0.0009519296245407508
2025-03-08 15:19:26,44.008333333333326,5.032726839e-07,0.0010065433547132904
2025-03-08 15:19:42,44.26333333333333,4.959276616e-07,0.0009918533394933208
2025-03-08 15:19:58,44.49,4.618017452e-07,0.0009236016431967136
2025-03-08 15:20:14,44.74333333333334,4.6645433939999994e-07,0.0009329068129863739
2025-03-08 15:20:30,45.16833333333333,4.644014432e-07,0.0009288010287979424
2025-03-08 15:20:47,45.38833333333333,4.6555685020000005e-07,0.0009311118381763237
2025-03-08 15:21:03,45.75833333333333,4.825166243e-07,0.0009650313185373629
2025-03-08 15:21:19,46.086666666666666,4.573348688e-07,0.0009146679082641835
2025-03-08 15:21:35,46.214999999999996,4.628437184e-07,0.0009256855854288291
2025-03-08 15:21:52,46.64333333333334,4.4239709780000006e-07,0.0008847924260151481
2025-03-08 15:22:08,46.91666666666668,4.762754294e-07,0.0009525489537020926
2025-03-08 15:22:24,47.20833333333334,4.896658525e-07,0.0009793297463405073
2025-03-08 15:22:40,47.53666666666667,4.892428627000001e-07,0.000978483768432463
2025-03-08 15:22:56,47.73500000000001,4.5211498919999997e-07,0.00090422816994366
2025-03-08 15:23:13,47.865,4.4484206709999995e-07,0.0008896823548352902
2025-03-08 15:23:29,48.39333333333334,4.616265261e-07,0.0009232512056975886
2025-03-08 15:23:45,48.633333333333326,4.775649672e-07,0.0009551280241439517
2025-03-08 15:24:01,49.001666666666665,4.763167806e-07,0.0009526316559366881
2025-03-08 15:24:17,49.32333333333333,4.3095655e-07,0.0008619113761772476
2025-03-08 15:24:34,49.46666666666667,4.418813716e-07,0.0008837609756780486
2025-03-08 15:24:50,49.85833333333333,4.6224552370000006e-07,0.0009244891984216033
2025-03-08 15:25:06,50.22666666666667,4.921831382e-07,0.0009843643076713846
2025-03-08 15:25:22,50.43000000000001,4.830842474e-07,0.000966166562466875
