Timestamp,Current (A),Voltage (V),Resistance (Ohms)
2024-11-08 17:36:16,-0.0005,-0.18023597060000002,360.4726621453243
2024-11-08 17:36:18,-0.0004,-0.20423291579999997,510.58356595891485
2024-11-08 17:36:21,-0.00030000000000000003,-0.20376152819999999,679.2073580245267
2024-11-08 17:36:23,-0.00020000000000000004,-0.18580487480000002,929.0290191450956
2024-11-08 17:36:26,-0.00010000000000000003,-0.1493505524,1493.5204592045916
2024-11-08 17:36:32,-2.710505431213761e-20,-0.08353500385999998,-83535003.8622642
2024-11-08 17:36:37,9.999999999999998e-05,0.007535026507999999,75.34951158488416
2024-11-08 17:36:43,0.00019999999999999998,0.08068376092,403.41678751606247
2024-11-08 17:36:46,0.0003,0.1608584238,536.1929586901377
2024-11-08 17:36:48,0.00039999999999999996,0.24206487799999996,605.1606820982947
2024-11-08 17:36:51,0.0005,0.3305890522,661.1767820464358
