Timestamp,Pressure (bar),Voltage (V),Resistance (ohms)
2024-07-29 23:58:07,0.0,2.85410309e-06,0.005708194763610472
2024-07-30 00:05:15,0.0,2.8532865424999997e-06,0.005706561671876656
2024-07-30 00:05:49,0.0,2.86143831e-06,0.005722865174269651
2024-07-30 00:06:38,0.5,2.9656049612500002e-06,0.00593119806010388
2024-07-30 00:08:38,0.5,2.969899265e-06,0.0059397866504266985
2024-07-30 00:09:18,0.5,2.967445845e-06,0.005934879820240359
2024-07-30 00:12:59,0.5,3.2828165725000003e-06,0.006565620013759973
2024-07-30 00:15:15,0.6,3.35297895875e-06,0.006705944505610988
2024-07-30 00:16:00,0.8,3.50628944375e-06,0.007012564862370275
2024-07-30 00:16:47,0.9,3.4812086262500005e-06,0.006962403327693345
2024-07-30 00:17:10,1.0,3.5283701125e-06,0.007056726111547776
2024-07-30 00:17:44,1.2,3.56310438375e-06,0.007126194515110969
2024-07-30 00:18:22,1.5,3.6184304025e-06,0.007236846331307337
2024-07-30 00:19:44,1.9,3.6865561437499996e-06,0.007373097541304916
2024-07-30 00:20:58,2.2,3.67238445125e-06,0.007344754212991573
2024-07-30 00:21:19,2.2,3.70702091875e-06,0.007414027009445981
2024-07-30 00:22:14,2.3,3.7686483962500005e-06,0.007537281717936565
2024-07-30 00:23:01,2.5,3.8548010125e-06,0.007709586605826788
2024-07-30 00:24:04,2.5,3.9000626525e-06,0.00780010970478059
2024-07-30 00:24:46,2.5,3.8941042599999995e-06,0.0077881929436141115
2024-07-30 00:26:02,2.5,3.877944225e-06,0.007755872938254124
2024-07-30 00:28:09,2.7,3.79616355125e-06,0.007592311917876164
2024-07-30 00:28:30,2.7,3.7986891925e-06,0.007597363190273619
2024-07-30 00:30:56,3.0,3.7512492125e-06,0.00750248342003316
2024-07-30 00:34:20,4.0,3.8178868437499995e-06,0.007635758415983167
2024-07-30 00:35:29,4.0,3.8594064525e-06,0.007718797467405065
2024-07-30 00:37:45,5.0,3.9708155575e-06,0.007941615231769537
2024-07-30 00:38:59,6.0,4.007152292500001e-06,0.008014288556422888
2024-07-30 00:40:33,7.0,4.0010277812499994e-06,0.008002039558420881
2024-07-30 00:41:50,8.0,4.06007372625e-06,0.008120131212237576
2024-07-30 00:42:38,9.0,4.065359165e-06,0.008130702068595862
2024-07-30 00:44:06,10.0,4.114777295e-06,0.008229538130923739
2024-07-30 00:45:18,12.0,4.1181532e-06,0.008236289927420145
2024-07-30 00:46:09,13.0,4.1212238162500005e-06,0.008242431147637706
2024-07-30 00:46:59,14.0,4.1022387762500004e-06,0.008204461143577714
2024-07-30 00:47:43,15.0,4.1432843475e-06,0.008286552121895756
2024-07-30 00:48:53,18.0,4.124004915e-06,0.008247993334013331
2024-07-30 00:49:48,19.0,4.187863475e-06,0.008375710198579602
2024-07-30 00:50:31,21.0,4.2169769125e-06,0.008433936957126085
2024-07-30 00:51:03,24.0,4.243853585e-06,0.00848769019461961
2024-07-30 00:51:50,25.0,4.2592761637499995e-06,0.008518535290429417
2024-07-30 00:52:45,27.0,4.2293348375e-06,0.008458652757694484
2024-07-30 00:53:31,29.0,4.33964839875e-06,0.008679279438941121
2024-07-30 00:53:55,32.0,4.38815246875e-06,0.00877628738492523
2024-07-30 00:54:32,35.0,4.44573190875e-06,0.00889144603460793
2024-07-30 00:55:12,38.0,4.5716271025e-06,0.009143235918528163
2024-07-30 00:55:53,42.0,4.7468813425e-06,0.009493743697512604
2024-07-30 00:57:02,44.0,4.66743805e-06,0.00933485743028514
2024-07-30 01:00:10,47.0,4.50640367e-06,0.00901278931442137
2024-07-30 01:00:46,51.0,4.59661653875e-06,0.009193214691070617
2024-07-30 01:01:41,54.0,4.58131559625e-06,0.009162612867274265
2024-07-30 01:03:54,55.0,4.5124503275e-06,0.009024882605234789
2024-07-30 01:05:22,58.0,4.46519985375e-06,0.008930381846736305
2024-07-30 01:06:29,65.0,4.5951428287500004e-06,0.009190267276965447
2024-07-30 01:13:54,62.0,4.5880438999999995e-06,0.009176069447861103
2024-07-30 01:15:21,70.0,4.702516298749999e-06,0.009405013787472423
2024-07-30 01:16:35,75.0,4.735336371249999e-06,0.009470653801192396
2024-07-30 01:17:37,80.0,4.91732059e-06,0.009834621510756978
2024-07-30 01:19:06,87.0,5.05415802125e-06,0.010108295825908348
2024-07-30 01:20:12,93.0,5.13065555875e-06,0.01026129059491881
2024-07-30 01:20:42,100.0,5.254616805e-06,0.010509212591574817
2024-07-30 01:22:24,104.0,5.4587295625e-06,0.01091743729012542
2024-07-30 01:23:17,106.0,5.502117727499999e-06,0.011004213446573105
2024-07-30 01:23:50,107.0,5.52992260875e-06,0.011059823097853805
2024-07-30 01:24:26,108.0,5.5560317225e-06,0.011112041220917556
2024-07-30 01:25:07,109.0,5.59164588375e-06,0.011183269400961197
2024-07-30 01:25:49,110.0,5.62269987875e-06,0.011245377266745467
2024-07-30 01:26:31,111.0,5.6501985475e-06,0.01130037449425101
2024-07-30 01:27:07,112.0,5.7050984375e-06,0.011410174054651891
2024-07-30 01:27:35,114.0,5.74274948e-06,0.01148547598904802
2024-07-30 01:28:27,117.0,5.80309423375e-06,0.01160616525516949
2024-07-30 01:29:12,119.0,5.7934273e-06,0.011586831426337147
2024-07-30 01:29:36,120.0,5.8466183225e-06,0.011693213258573483
2024-07-30 01:30:15,123.0,5.875331832500001e-06,0.011750640163719673
2024-07-30 01:31:08,125.0,5.9272627725e-06,0.011854501835996328
2024-07-30 01:31:44,127.0,5.9365837149999995e-06,0.01187314368371263
2024-07-30 01:32:29,128.0,5.9415029000000006e-06,0.011882982034035932
2024-07-30 01:33:00,130.0,5.9649904925000005e-06,0.01192995712508575
2024-07-30 01:34:02,132.0,5.887304517500001e-06,0.011774585485829029
2024-07-30 01:34:33,132.0,5.8097486550000005e-06,0.011619474071051858
2024-07-30 01:35:36,136.0,4.81235129875e-06,0.009624683348133304
2024-07-30 01:36:15,136.0,3.7283208075000003e-06,0.007456626701746597
2024-07-30 01:36:57,137.0,3.07075116e-06,0.006141490037019926
2024-07-30 01:37:42,139.0,2.475982925e-06,0.004951955946088107
2024-07-30 01:38:07,140.0,2.1448864249999998e-06,0.004289764270471458
2024-07-30 01:38:49,142.0,1.6764513587500001e-06,0.0033528960117079768
2024-07-30 01:39:23,144.0,1.3939280562500001e-06,0.0027878505367989266
2024-07-30 01:39:55,146.0,1.1558573868749999e-06,0.002311710150329699
2024-07-30 01:40:27,148.0,1.050386993625e-06,0.0021007697857104287
2024-07-30 01:40:58,150.0,8.392268221250001e-07,0.0016784502873494255
2024-07-30 01:41:44,152.0,8.51927564375e-07,0.001703851721046558
2024-07-30 01:42:23,154.0,8.355514553750001e-07,0.001671099568550863
2024-07-30 01:43:00,156.0,8.283939580000001e-07,0.0016567846024307953
2024-07-30 01:43:35,158.0,7.969309142499999e-07,0.0015938586407827182
2024-07-30 01:44:40,161.0,7.892444383875e-07,0.0015784857198035604
2024-07-30 01:45:24,163.0,8.25995749625e-07,0.0016519881952736094
2024-07-30 01:45:54,164.0,8.985703295e-07,0.0017971370647258704
2024-07-30 01:46:11,165.0,9.88463575875e-07,0.001976923197903604
