Timestamp,Current (A),Voltage (V),Resistance (Ohms)
2024-11-07 15:43:03,-0.0005,-3.134628922e-07,0.0006269270382540766
2024-11-07 15:43:05,-0.0004,-8.401571101999999e-07,0.002100398026495066
2024-11-07 15:43:08,-0.00030000000000000003,-6.668830199999999e-07,0.0022229508098360324
2024-11-07 15:43:10,-0.00020000000000000004,-5.369997432000001e-07,0.002685012141060705
2024-11-07 15:43:13,-0.00010000000000000003,-4.414285142e-07,0.004414329285292852
2024-11-07 15:43:15,-2.710505431213761e-20,-2.0221031236000002e-07,-202.21031236548092
2024-11-07 15:43:18,9.999999999999998e-05,1.5783467192e-07,0.0015783309358906414
2024-11-07 15:43:20,0.00019999999999999998,3.011721224e-07,0.0015058530827345865
2024-11-07 15:43:23,0.0003,4.3747344e-07,0.0014582399392002027
2024-11-07 15:43:25,0.00039999999999999996,4.2371077700000004e-07,0.0010592742943142644
2024-11-07 15:43:28,0.0005,4.0262362100000005e-07,0.000805245631508737
2024-11-07 17:50:45,-0.0005,-8.063376476e-06,0.01612678520557041
2024-11-07 17:50:47,-0.0004,-6.8319331959999995e-06,0.017079875689689224
2024-11-07 17:50:50,-0.00030000000000000003,-5.280122088e-06,0.01760046562821876
2024-11-07 17:50:52,-0.00020000000000000004,-3.68438523e-06,0.018422018260091294
2024-11-07 17:50:55,-0.00010000000000000003,-1.9311150200000003e-06,0.019311343313433132
2024-11-07 17:50:57,-2.710505431213761e-20,-3.396668908e-07,-339.6668908092066
2024-11-07 17:51:00,9.999999999999998e-05,1.2285175140000002e-06,0.01228505228947711
2024-11-07 17:51:02,0.00019999999999999998,2.910843324e-06,0.014554143849280757
2024-11-07 17:51:05,0.0003,4.593953112e-06,0.01531312599624668
2024-11-07 17:51:07,0.00039999999999999996,6.274360447999999e-06,0.015685861905345235
2024-11-07 17:51:10,0.0005,7.875991699999999e-06,0.015751951896096204
