Timestamp,Pressure (bar),Voltage (V),Resistance (ohms)
2024-11-07 18:04:02,130.92666666666668,5.337035151666667e-06,0.010674048955235422
2024-11-07 18:04:12,129.89499999999998,4.820916531666666e-06,0.009641813779705773
2024-11-07 18:04:22,128.95499999999998,4.955750636666667e-06,0.009911481450370432
2024-11-07 18:04:33,128.00333333333336,4.839000965e-06,0.00967798257403485
2024-11-07 18:04:43,127.00166666666667,4.83659448e-06,0.009673169613660772
2024-11-07 18:04:53,125.94166666666665,4.95831545e-06,0.009916611066777867
2024-11-07 18:05:04,124.94166666666668,5.085995418333334e-06,0.010171970492725682
2024-11-07 18:05:14,123.91500000000002,4.9722632833333334e-06,0.00994450667765331
2024-11-07 18:05:24,122.89500000000002,5.255619318333334e-06,0.010511217614231438
2024-11-07 18:05:34,121.85166666666667,5.1750832616666666e-06,0.010350145823041687
2024-11-07 18:05:44,120.80166666666666,5.250531728333333e-06,0.010501042454581756
2024-11-07 18:05:54,119.66166666666668,5.3738261933333335e-06,0.010747630891404883
2024-11-07 18:06:04,118.615,5.4294775966666665e-06,0.010858933475466381
2024-11-07 18:06:14,117.54666666666667,5.394572128333333e-06,0.010789122678421309
2024-11-07 18:06:24,116.54666666666667,5.4570087366666665e-06,0.010913995645342041
2024-11-07 18:06:35,115.51333333333334,5.430078479999999e-06,0.010860135239729517
2024-11-07 18:06:45,114.59333333333332,5.43907897e-06,0.010878136183727632
2024-11-07 18:06:55,113.67,5.468718286666666e-06,0.010937414698503935
2024-11-07 18:07:05,112.75833333333334,5.405322775e-06,0.010810623928752141
2024-11-07 18:07:15,111.89999999999999,5.407165318333334e-06,0.010814309008048651
2024-11-07 18:07:25,110.955,5.358458288333334e-06,0.010716895142876381
2024-11-07 18:07:35,110.13833333333334,5.4302242050000006e-06,0.010860426689146623
2024-11-07 18:07:46,109.34500000000001,5.3760833750000004e-06,0.01075214524570951
2024-11-07 18:07:56,108.565,5.367255615e-06,0.010734489761020477
2024-11-07 18:08:06,107.82166666666667,5.308364436666667e-06,0.010616707639918052
2024-11-07 18:08:16,107.06833333333333,5.310724693333333e-06,0.010621428143810379
2024-11-07 18:08:27,106.26333333333334,5.289743036666667e-06,0.010579464914403505
2024-11-07 18:08:37,105.57499999999999,5.232659386666667e-06,0.010465297842737649
2024-11-07 18:08:47,104.87833333333333,5.250250876666666e-06,0.010500480752371828
2024-11-07 18:08:57,104.14166666666667,5.242848281666666e-06,0.010485675591982147
2024-11-07 18:09:07,103.47833333333334,5.235602535e-06,0.010471184127631743
2024-11-07 18:09:18,102.83666666666666,5.201781638333333e-06,0.010403542469581728
2024-11-07 18:09:28,102.19833333333334,5.2303869916666665e-06,0.010460753061827208
2024-11-07 18:09:38,101.59666666666665,5.1488059883333336e-06,0.010297591381483904
2024-11-07 18:09:48,101.00833333333333,5.133849343333333e-06,0.010267678151310362
2024-11-07 18:09:58,100.39999999999999,5.118428615e-06,0.010236836756326487
2024-11-07 18:10:08,99.85666666666667,5.101021414999999e-06,0.010202022425955146
2024-11-07 18:10:18,99.31,5.111566383333334e-06,0.010223112320442027
2024-11-07 18:10:28,98.76833333333336,5.09548674e-06,0.010190953098093805
2024-11-07 18:10:38,98.29833333333333,5.12767784e-06,0.01025533516932966
2024-11-07 18:10:48,97.79666666666667,5.117617906666666e-06,0.010235215342902646
2024-11-07 18:10:58,97.32666666666667,5.10458192e-06,0.010209143421713156
2024-11-07 18:11:09,96.855,5.157798973333333e-06,0.010315577315512034
2024-11-07 18:11:19,96.40499999999999,5.1735891083333335e-06,0.010347157522351621
2024-11-07 18:11:29,95.955,5.1746025583333334e-06,0.01034918441829783
2024-11-07 18:11:39,95.545,5.158884003333333e-06,0.010317747371171923
2024-11-07 18:11:49,95.12666666666667,5.175669086666667e-06,0.010351317470698392
2024-11-07 18:11:59,94.675,5.131680430000001e-06,0.010263340333319335
2024-11-07 18:12:09,94.29333333333334,5.159554175e-06,0.010319087711824576
2024-11-07 18:12:19,93.91166666666668,5.164019336666667e-06,0.0103280180172973
2024-11-07 18:12:29,93.58166666666666,5.184913861666666e-06,0.010369806983719363
2024-11-07 18:12:40,93.20833333333333,5.148934035000001e-06,0.010297847474305052
2024-11-07 18:12:50,92.85333333333334,5.146713503333333e-06,0.010293406419853825
