Timestamp,Voltage (V),Resistance (ohm)
2025-01-25 12:48:45,9.132552787e-06,0.018265069043861912
2025-01-25 12:49:00,9.314952678e-06,0.018629868096263807
2025-01-25 12:49:16,9.451731657999999e-06,0.018903425509148978
2025-01-25 12:49:32,9.563190213e-06,0.01912634217331565
2025-01-25 12:49:47,9.690088868e-06,0.01938013897572205
2025-01-25 12:50:03,9.779770764999999e-06,0.019559502410995175
2025-01-25 12:50:19,9.888016482999999e-06,0.01977599341401317
2025-01-25 12:50:34,9.908763057000001e-06,0.019817486479027042
2025-01-25 12:50:50,1.0037482341e-05,0.020074924532150935
2025-01-25 12:51:05,1.0061867479999999e-05,0.020123694712610572
2025-01-25 12:51:21,1.0140610125000001e-05,0.020281179687640625
2025-01-25 12:51:37,1.0180470597e-05,0.020360900472199055
2025-01-25 12:51:52,1.0229177192000001e-05,0.020458313467373066
2025-01-25 12:52:08,1.0297644301e-05,0.020595247411505174
2025-01-25 12:52:24,1.0310813695999998e-05,0.020621586148827697
2025-01-25 12:52:39,1.0422345225000001e-05,0.02084464876070248
2025-01-25 12:52:55,1.0330551113999998e-05,0.020661060905878183
2025-01-25 12:53:10,1.043592298e-05,0.020871804216391565
2025-01-25 12:53:26,1.0453994424e-05,0.020907947032105932
2025-01-25 12:53:42,1.0506146806000002e-05,0.021012251587496828
2025-01-25 12:53:57,1.0529883539999998e-05,0.021059724960550075
2025-01-25 12:54:13,1.0534141789000001e-05,0.02106824144151712
2025-01-25 12:54:29,1.0592465105000001e-05,0.02118488784022432
2025-01-25 12:54:44,1.0652885143e-05,0.02130572767454465
2025-01-25 12:55:00,1.0623190865e-05,0.021246339237321523
2025-01-25 12:55:16,1.0659957423e-05,0.02131987220625559
2025-01-25 12:55:31,1.0704255456000001e-05,0.02140846809506381
2025-01-25 12:55:47,1.0762453346999998e-05,0.021524863644272706
2025-01-25 12:56:02,1.0714760035e-05,0.021429477211045576
2025-01-25 12:56:18,1.0767526545e-05,0.02153501001997996
2025-01-25 12:56:34,1.0740258106e-05,0.021480473251053497
2025-01-25 12:56:49,1.0791956303e-05,0.02158386943826112
2025-01-25 12:57:05,1.0809577443000001e-05,0.021619111647776707
2025-01-25 12:57:21,1.0825345307e-05,0.021650647312705374
2025-01-25 12:57:36,1.0855985615999998e-05,0.021711927808144377
2025-01-25 12:57:52,1.084286401e-05,0.0216856846486307
2025-01-25 12:58:07,1.090170068e-05,0.02180335775328449
2025-01-25 12:58:23,1.08854357e-05,0.02177082785834428
2025-01-25 12:58:39,1.090060077e-05,0.021801157937684123
2025-01-25 12:58:54,1.094287673e-05,0.021885709688580623
2025-01-25 12:59:10,1.094352959e-05,0.021887015405969188
2025-01-25 12:59:26,1.096920879e-05,0.021938373703252592
2025-01-25 12:59:41,1.0957146709999999e-05,0.021914249591500814
2025-01-25 12:59:57,1.0992175159999998e-05,0.021984306351387293
2025-01-25 13:00:13,1.1013877499999998e-05,0.022027710944578106
2025-01-25 13:00:28,1.1025538240000001e-05,0.022051032377935244
2025-01-25 13:00:44,1.1032070530000001e-05,0.022064096931806138
2025-01-25 13:01:00,1.1069840010000001e-05,0.02213963574072852
2025-01-25 13:01:15,1.105418371e-05,0.02210832320335359
2025-01-25 13:01:31,1.106985007e-05,0.022139655860688275
2025-01-25 13:01:47,1.1074946959999999e-05,0.022149849620300754
2025-01-25 13:02:03,1.108741847e-05,0.022174792590414816
2025-01-25 13:02:18,1.108963624e-05,0.022179228121543756
2025-01-25 13:02:34,1.11116236e-05,0.02222320275359449
2025-01-25 13:02:50,1.1087431110000001e-05,0.02217481787036426
2025-01-25 13:03:06,1.116910211e-05,0.022338159543680913
2025-01-25 13:03:21,1.1154525709999999e-05,0.022309006801986393
2025-01-25 13:03:37,1.1177831939999998e-05,0.022355619168761658
2025-01-25 13:03:53,1.1166021400000002e-05,0.02233199813600373
2025-01-25 13:04:08,1.115385795e-05,0.022307671284657427
2025-01-25 13:04:24,1.1159190040000002e-05,0.022318335443329115
2025-01-25 13:04:40,1.121782827e-05,0.02243561166877666
2025-01-25 13:04:56,1.1196503010000002e-05,0.022392961234077535
2025-01-25 13:05:11,1.124764944e-05,0.02249525388949222
2025-01-25 13:05:27,1.119577029e-05,0.022391495797008405
