Timestamp,Current (A),Voltage (V),Resistance (Ohm)
2025-01-23 11:35:22,-0.0005,-0.0486520518,97.30429820859642
2025-01-23 11:35:29,-0.00045,-0.04378653098,97.30361840804092
2025-01-23 11:35:37,-0.00039999999999999996,-0.038919920620000006,97.30004480011203
2025-01-23 11:35:44,-0.00034999999999999994,-0.03405552782,97.30178606224591
2025-01-23 11:35:51,-0.0002999999999999999,-0.0291897925,97.29963266544225
2025-01-23 11:35:59,-0.0002499999999999999,-0.024325106179999997,97.30081392325573
2025-01-23 11:36:06,-0.0001999999999999999,-0.019459181139999997,97.29639218196094
2025-01-23 11:36:14,-0.0001499999999999999,-0.01459352112,97.29078940526276
2025-01-23 11:36:22,-9.999999999999991e-05,-0.009729366432,97.29463726637275
2025-01-23 11:36:29,-4.999999999999991e-05,-0.0048637394819999995,97.27673517470367
2025-01-23 11:36:37,9.486769009248164e-20,1.810427568e-06,1810.4275678282488
2025-01-23 11:36:44,5.00000000000001e-05,0.004550732702,91.01283378332415
2025-01-23 11:36:51,0.0001000000000000001,0.009731636782,97.31539466605324
2025-01-23 11:36:59,0.0001500000000000001,0.01459573486,97.30425037166414
2025-01-23 11:37:07,0.0002000000000000001,0.019460933780000002,97.30418237908808
2025-01-23 11:37:14,0.0002500000000000001,0.02432651258,97.30566109735557
2025-01-23 11:37:22,0.00030000000000000014,0.029190440140000003,97.30114279619063
2025-01-23 11:37:29,0.00035000000000000016,0.03405528270000001,97.30052971277223
2025-01-23 11:37:37,0.0004000000000000002,0.0389208033,97.30176499558746
2025-01-23 11:37:44,0.0004500000000000002,0.04378513112,97.3000751553885
