Timestamp,Current (A),Voltage (V),Resistance (Ohm)
2025-03-07 16:33:52,-0.0005,8.133214442e-06,-0.016266461416922832
2025-03-07 16:33:57,-0.0004,8.881540992e-06,-0.022203907989769973
2025-03-07 16:34:02,-0.00030000000000000003,9.605208382e-06,-0.03201746799822666
2025-03-07 16:34:07,-0.00020000000000000004,1.0360006544e-05,-0.0518002917214586
2025-03-07 16:34:12,-0.00010000000000000003,1.0966436399999999e-05,-0.1096654606546065
2025-03-07 16:34:17,-2.710505431213761e-20,1.150104762e-05,11501.047620311736
2025-03-07 16:34:22,9.999999999999998e-05,1.2138755119999998e-05,0.12138633733662664
2025-03-07 16:34:27,0.00019999999999999998,1.289431272e-05,0.06447124124379379
2025-03-07 16:34:32,0.0003,1.31689139e-05,0.04389623334588885
2025-03-07 16:34:37,0.00039999999999999996,1.3708187059999999e-05,0.03427038197404506
2025-03-07 16:34:42,0.0005,1.4352706279999999e-05,0.028705355149289697
2025-03-07 16:41:59,-0.0005,-0.00015381122500000003,0.30762306524613053
2025-03-07 16:42:04,-0.0004,-0.00012180509000000001,0.3045134862837157
2025-03-07 16:42:09,-0.00030000000000000003,-8.78102466e-05,0.2927017976726589
2025-03-07 16:42:14,-0.00020000000000000004,-5.4192295959999996e-05,0.270962834614173
2025-03-07 16:42:19,-0.00010000000000000003,-2.0263557279999998e-05,0.20263759917599167
2025-03-07 16:42:24,-2.710505431213761e-20,1.2913823460000002e-05,12913.823460350031
2025-03-07 16:42:29,9.999999999999998e-05,4.6643317920000005e-05,0.466428514914851
2025-03-07 16:42:34,0.00019999999999999998,7.988841294e-05,0.39944006749966254
2025-03-07 16:42:39,0.0003,0.0001156741278,0.38557914073619753
2025-03-07 16:42:44,0.00039999999999999996,0.0001489052086,0.3722620908447729
2025-03-07 16:42:49,0.0005,0.0001814411054,0.3628814850370299
