Timestamp,Current (A),Voltage (V),Resistance (Ohms)
2024-11-14 15:15:55,-0.001,-0.09740481572000001,97.40491312491312
2024-11-14 15:15:58,-0.0008,-0.077941606,97.4271292839116
2024-11-14 15:16:00,-0.0006000000000000001,-0.05849004176,97.48356540594234
2024-11-14 15:16:03,-0.0004000000000000001,-0.03900885234,97.52237465593662
2024-11-14 15:16:05,-0.00020000000000000006,-0.01956720592,97.83651878259388
2024-11-14 15:16:08,-5.421010862427522e-20,-8.210100220000015e-07,-821.0100220445084
2024-11-14 15:16:11,0.00019999999999999996,0.019380495820000003,96.90199459002709
2024-11-14 15:16:14,0.00039999999999999996,0.03883098754000001,97.07722615693463
2024-11-14 15:16:16,0.0006,0.05831042665999999,97.18388246019589
2024-11-14 15:16:19,0.0007999999999999999,0.07774766674000001,97.1844619444226
2024-11-14 15:16:21,0.001,0.09721605034,97.21595312404688
