Timestamp,Current (A),Voltage (V),Resistance (Ohms)
2024-11-06 15:22:08,-0.0005,0.04562121894,-91.24262036524073
2024-11-06 15:22:11,-0.0004,0.03106004534,-77.65030747576868
2024-11-06 15:22:13,-0.00030000000000000003,0.01826849316,-60.895180183933945
2024-11-06 15:22:17,-0.00020000000000000004,0.00773388813,-38.66963399816998
2024-11-06 15:22:21,-0.00010000000000000003,0.0016461300871999998,-16.46146548665486
2024-11-06 15:22:25,-2.710505431213761e-20,0.003381763694,3381763.6940916628
2024-11-06 15:22:29,9.999999999999998e-05,0.010633748568,106.33642231577686
2024-11-06 15:22:32,0.00019999999999999998,0.012845898159999999,64.22916965415173
2024-11-06 15:22:36,0.0003,-0.006695626078,-22.31867919773601
2024-11-06 15:22:40,0.00039999999999999996,-0.012696867349999998,-31.74208901977745
2024-11-06 15:22:42,0.0005,0.02046997034,40.9398588002824
2024-11-06 15:52:34,-0.0005,0.11732524959999999,-234.65096850193697
2024-11-06 15:52:36,-0.0004,0.11477706159999998,-286.94337135842835
2024-11-06 15:52:39,-0.00030000000000000003,0.10734571640000001,-357.8202474008247
2024-11-06 15:52:50,-0.0005,0.06414878404,-128.29782467564937
2024-11-06 15:52:52,-0.0004,0.0577802572,-144.45100412751032
2024-11-06 15:52:55,-0.00030000000000000003,0.05608934058,-186.96509181697272
2024-11-06 15:52:57,-0.00020000000000000004,0.05787578512,-289.38037250186244
2024-11-06 15:53:00,-0.00010000000000000003,0.060910132660000005,-609.1074176741766
2024-11-06 15:53:02,-2.710505431213761e-20,0.06588155024,65881550.24178572
2024-11-06 15:53:05,9.999999999999998e-05,0.07680225222,768.0148420515796
2024-11-06 15:53:07,0.00019999999999999998,0.08888297608000001,444.41265833670843
2024-11-06 15:53:10,0.0003,0.10187537108,339.5834383218723
2024-11-06 15:53:12,0.00039999999999999996,0.10778573600000001,269.46366634083415
2024-11-06 15:53:15,0.0005,0.1104620962,220.9237505524989
