6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
6.32, 1, 0.00, 2.45
