0.05, 0, 0.00, 0.00
0.10, 0, 0.00, 0.00
0.15, 0, 0.00, 0.00
0.21, 0, 0.00, 0.00
0.26, 0, 0.00, 0.00
0.31, 0, 0.00, 0.00
0.36, 0, 0.00, 0.00
0.41, 0, 0.00, 0.00
0.46, 0, 0.00, 0.00
0.51, 0, 0.00, 0.00
0.56, 0, 0.00, 0.00
0.62, 0, 0.00, 0.00
0.67, 0, 0.00, 0.00
0.72, 0, 0.00, 0.00
0.77, 0, 0.00, 0.00
0.82, 0, 0.00, 0.00
0.87, 0, 0.00, 0.00
0.92, 0, 0.00, 0.00
0.98, 0, 0.00, 0.00
1.03, 0, 0.00, 0.00
1.08, 0, 0.00, 0.00
1.13, 0, 0.00, 0.00
1.18, 0, 0.00, 0.00
1.23, 0, 0.00, 0.00
1.28, 0, 0.00, 0.00
1.33, 0, 0.00, 0.00
1.39, 0, 0.00, 0.00
1.44, 0, 0.00, 0.00
1.49, 0, 0.00, 0.00
1.54, 0, 0.00, 0.00
1.59, 0, 0.00, 0.00
1.64, 0, 0.00, 0.00
1.69, 0, 0.00, 0.00
1.75, 0, 0.00, 0.00
1.80, 0, 0.00, 0.00
1.85, 0, 0.00, 0.00
1.90, 0, 0.00, 0.00
1.95, 0, 0.00, 0.00
2.00, 0, 0.00, 0.00
2.05, 0, 0.00, 0.00
2.10, 0, 0.00, 0.00
2.16, 0, 0.00, 0.00
2.21, 0, 0.00, 0.00
2.26, 0, 0.00, 0.00
2.31, 0, 0.00, 0.00
2.36, 0, 0.00, 0.00
2.41, 0, 0.00, 0.00
2.46, 0, 0.00, 0.00
2.52, 0, 0.00, 0.00
2.57, 0, 0.00, 0.00
2.62, 0, 0.00, 0.00
2.67, 0, 0.00, 0.00
2.72, 0, 0.00, 0.00
2.77, 0, 0.00, 0.00
2.82, 0, 0.00, 0.00
2.87, 0, 0.00, 0.00
2.93, 0, 0.00, 0.00
2.98, 0, 0.00, 0.00
3.03, 0, 0.00, 0.00
3.08, 0, 0.00, 0.00
3.13, 0, 0.00, 0.00
3.18, 0, 0.00, 0.00
3.23, 0, 0.00, 0.00
3.29, 0, 0.00, 0.00
3.34, 0, 0.00, 0.00
3.39, 0, 0.00, 0.00
3.44, 0, 0.00, 0.00
3.49, 0, 0.00, 0.00
3.54, 0, 0.00, 0.00
3.59, 0, 0.00, 0.00
3.64, 0, 0.00, 0.00
3.70, 0, 0.00, 0.00
3.75, 0, 0.00, 0.00
3.80, 0, 0.00, 0.00
3.85, 0, 0.00, 0.00
3.90, 0, 0.00, 0.00
3.95, 0, 0.00, 0.00
4.00, 0, 0.00, 0.00
4.06, 0, 0.00, 0.00
4.11, 0, 0.00, 0.00
4.16, 0, 0.00, 0.00
4.21, 0, 0.00, 0.00
4.26, 0, 0.00, 0.00
4.31, 0, 0.00, 0.00
4.36, 0, 0.00, 0.00
4.41, 0, 0.00, 0.00
4.47, 0, 0.00, 0.00
4.52, 0, 0.00, 0.00
4.57, 0, 0.00, 0.00
4.62, 0, 0.00, 0.00
4.67, 0, 0.00, 0.00
4.72, 0, 0.00, 0.00
4.77, 0, 0.00, 0.00
4.83, 0, 0.00, 0.00
4.88, 0, 0.00, 0.00
4.93, 0, 0.00, 0.00
4.98, 0, 0.00, 0.00
5.03, 0, 0.00, 0.00
5.08, 0, 0.00, 0.00
5.13, 0, 0.00, 0.00
5.18, 0, 0.00, 0.00
5.24, 0, 0.00, 0.00
5.29, 0, 0.00, 0.00
5.34, 0, 0.00, 0.00
5.39, 0, 0.00, 0.00
5.44, 0, 0.00, 0.00
5.49, 0, 0.00, 0.00
5.54, 0, 0.00, 0.00
5.60, 0, 0.00, 0.00
5.65, 0, 0.00, 0.00
5.70, 0, 0.00, 0.00
5.75, 0, 0.00, 0.00
5.80, 0, 0.00, 0.00
5.85, 0, 0.00, 0.00
5.90, 0, 0.00, 0.00
5.95, 0, 0.00, 0.00
6.01, 0, 0.00, 0.00
6.06, 0, 0.00, 0.00
6.11, 0, 0.00, 0.00
6.16, 0, 0.00, 0.00
6.21, 0, 0.00, 0.00
6.26, 0, 0.00, 0.00
6.31, 0, 0.00, 0.00
6.37, 0, 0.00, 0.00
6.42, 0, 0.00, 0.00
6.47, 0, 0.00, 0.00
6.52, 0, 0.00, 0.00
6.57, 0, 0.00, 0.00
6.62, 0, 0.00, 0.00
6.67, 0, 0.00, 0.00
6.72, 0, 0.00, 0.00
6.78, 0, 0.00, 0.00
6.83, 0, 0.00, 0.00
6.88, 0, 0.00, 0.00
6.93, 0, 0.00, 0.00
6.98, 0, 0.00, 0.00
7.03, 0, 0.00, 0.00
7.08, 0, 0.00, 0.00
7.14, 0, 0.00, 0.00
7.19, 0, 0.00, 0.00
7.24, 0, 0.00, 0.00
7.29, 0, 0.00, 0.00
7.34, 0, 0.00, 0.00
7.39, 0, 0.00, 0.00
7.44, 0, 0.00, 0.00
7.49, 0, 0.00, 0.00
7.55, 0, 0.00, 0.00
7.60, 0, 0.00, 0.00
7.65, 0, 0.00, 0.00
7.70, 0, 0.00, 0.00
7.75, 0, 0.00, 0.00
7.80, 0, 0.00, 0.00
7.85, 0, 0.00, 0.00
7.91, 0, 0.00, 0.00
7.96, 0, 0.00, 0.00
8.01, 0, 0.00, 0.00
8.06, 0, 0.00, 0.00
8.11, 0, 0.00, 0.00
8.16, 0, 0.00, 0.00
8.21, 0, 0.00, 0.00
8.26, 0, 0.00, 0.00
8.32, 0, 0.00, 0.00
8.37, 0, 0.00, 0.00
8.42, 0, 0.00, 0.00
8.47, 0, 0.00, 0.00
8.52, 0, 0.00, 0.00
8.57, 0, 0.00, 0.00
8.62, 0, 0.00, 0.00
8.68, 0, 0.00, 0.00
8.73, 0, 0.00, 0.00
8.78, 0, 0.00, 0.00
8.83, 0, 0.00, 0.00
8.88, 0, 0.00, 0.00
8.93, 0, 0.00, 0.00
8.98, 0, 0.00, 0.00
9.03, 0, 0.00, 0.00
9.09, 0, 0.00, 0.00
9.14, 0, 0.00, 0.00
9.19, 0, 0.00, 0.00
9.24, 0, 0.00, 0.00
9.29, 0, 0.00, 0.00
9.34, 0, 0.00, 0.00
9.39, 0, 0.00, 0.00
9.45, 0, 0.00, 0.00
9.50, 0, 0.00, 0.00
9.55, 0, 0.00, 0.00
9.60, 0, 0.00, 0.00
9.65, 0, 0.00, 0.00
9.70, 0, 0.00, 0.00
9.75, 0, 0.00, 0.00
9.80, 0, 0.00, 0.00
9.86, 0, 0.00, 0.00
9.91, 0, 0.00, 0.00
9.96, 0, 0.00, 0.00
10.01, 0, 0.00, 0.00
10.06, 0, 0.00, 0.00
10.11, 0, 0.00, 0.00
10.16, 0, 0.00, 0.00
10.22, 0, 0.00, 0.00
10.27, 0, 0.00, 0.00
10.32, 0, 0.00, 0.00
10.37, 0, 0.00, 0.00
10.42, 0, 0.00, 0.00
10.47, 0, 0.00, 0.00
10.52, 0, 0.00, 0.00
10.58, 0, 0.00, 0.00
10.63, 0, 0.00, 0.00
10.68, 0, 0.00, 0.00
10.73, 0, 0.00, 0.00
10.78, 0, 0.00, 0.00
10.83, 0, 0.00, 0.00
10.88, 0, 0.00, 0.00
10.94, 0, 0.00, 0.00
10.99, 0, 0.00, 0.00
11.04, 0, 0.00, 0.00
11.09, 0, 0.00, 0.00
11.14, 0, 0.00, 0.00
11.19, 0, 0.00, 0.00
11.24, 0, 0.00, 0.00
11.29, 0, 0.00, 0.00
11.35, 0, 0.00, 0.00
11.40, 0, 0.00, 0.00
11.45, 0, 0.00, 0.00
11.50, 0, 0.00, 0.00
11.55, 0, 0.00, 0.00
11.60, 0, 0.00, 0.00
11.65, 0, 0.00, 0.00
11.71, 0, 0.00, 0.00
11.76, 0, 0.00, 0.00
11.81, 0, 0.00, 0.00
11.86, 0, 0.00, 0.00
11.91, 0, 0.00, 0.00
11.96, 0, 0.00, 0.00
12.01, 0, 0.00, 0.00
12.07, 0, 0.00, 0.00
12.12, 0, 0.00, 0.00
12.17, 0, 0.00, 0.00
12.22, 0, 0.00, 0.00
12.27, 0, 0.00, 0.00
12.32, 0, 0.00, 0.00
12.37, 0, 0.00, 0.00
12.43, 0, 0.00, 0.00
12.48, 0, 0.00, 0.00
12.53, 0, 0.00, 0.00
12.58, 0, 0.00, 0.00
12.63, 0, 0.00, 0.00
12.68, 0, 0.00, 0.00
12.73, 0, 0.00, 0.00
12.79, 0, 0.00, 0.00
12.84, 0, 0.00, 0.00
12.89, 0, 0.00, 0.00
12.94, 0, 0.00, 0.00
12.99, 0, 0.00, 0.00
13.04, 0, 0.00, 0.00
13.09, 0, 0.00, 0.00
13.14, 0, 0.00, 0.00
13.20, 0, 0.00, 0.00
13.25, 0, 0.00, 0.00
13.30, 0, 0.00, 0.00
13.35, 0, 0.00, 0.00
13.40, 0, 0.00, 0.00
13.45, 0, 0.00, 0.00
13.50, 0, 0.00, 0.00
13.56, 0, 0.00, 0.00
13.61, 0, 0.00, 0.00
13.66, 0, 0.00, 0.00
13.71, 0, 0.00, 0.00
13.76, 0, 0.00, 0.00
13.81, 0, 0.00, 0.00
13.86, 0, 0.00, 0.00
13.92, 0, 0.00, 0.00
13.97, 0, 0.00, 0.00
14.02, 0, 0.00, 0.00
14.07, 0, 0.00, 0.00
14.12, 0, 0.00, 0.00
14.17, 0, 0.00, 0.00
14.22, 0, 0.00, 0.00
14.28, 0, 0.00, 0.00
14.33, 0, 0.00, 0.00
14.38, 0, 0.00, 0.00
14.43, 0, 0.00, 0.00
14.48, 0, 0.00, 0.00
14.53, 0, 0.00, 0.00
14.58, 0, 0.00, 0.00
14.64, 0, 0.00, 0.00
14.69, 0, 0.00, 0.00
14.74, 0, 0.00, 0.00
14.79, 0, 0.00, 0.00
14.84, 0, 0.00, 0.00
14.89, 0, 0.00, 0.00
14.94, 0, 0.00, 0.00
14.99, 0, 0.00, 0.00
15.05, 0, 0.00, 0.00
15.10, 0, 0.00, 0.00
15.15, 0, 0.00, 0.00
15.20, 0, 0.00, 0.00
15.25, 0, 0.00, 0.00
15.30, 0, 0.00, 0.00
15.35, 0, 0.00, 0.00
15.41, 0, 0.00, 0.00
15.46, 0, 0.00, 0.00
15.51, 0, 0.00, 0.00
15.56, 0, 0.00, 0.00
15.61, 0, 0.00, 0.00
15.66, 0, 0.00, 0.00
15.71, 0, 0.00, 0.00
15.77, 0, 0.00, 0.00
15.82, 0, 0.00, 0.00
15.87, 0, 0.00, 0.00
15.92, 0, 0.00, 0.00
15.97, 0, 0.00, 0.00
16.02, 0, 0.00, 0.00
16.07, 0, 0.00, 0.00
16.13, 0, 0.00, 0.00
16.18, 0, 0.00, 0.00
16.23, 0, 0.00, 0.00
16.28, 0, 0.00, 0.00
16.33, 0, 0.00, 0.00
16.38, 0, 0.00, 0.00
16.43, 0, 0.00, 0.00
16.48, 0, 0.00, 0.00
16.54, 0, 0.00, 0.00
16.59, 0, 0.00, 0.00
16.64, 0, 0.00, 0.00
16.69, 0, 0.00, 0.00
16.74, 0, 0.00, 0.00
16.79, 0, 0.00, 0.00
16.84, 0, 0.00, 0.00
16.90, 0, 0.00, 0.00
16.95, 0, 0.00, 0.00
17.00, 0, 0.00, 0.00
17.05, 0, 0.00, 0.00
17.10, 0, 0.00, 0.00
17.15, 0, 0.00, 0.00
17.20, 0, 0.00, 0.00
17.26, 0, 0.00, 0.00
17.31, 0, 0.00, 0.00
17.36, 0, 0.00, 0.00
17.41, 0, 0.00, 0.00
17.46, 0, 0.00, 0.00
17.51, 0, 0.00, 0.00
17.56, 0, 0.00, 0.00
17.62, 0, 0.00, 0.00
17.67, 0, 0.00, 0.00
17.72, 0, 0.00, 0.00
17.77, 0, 0.00, 0.00
17.82, 0, 0.00, 0.00
17.87, 0, 0.00, 0.00
17.92, 0, 0.00, 0.00
17.98, 0, 0.00, 0.00
18.03, 0, 0.00, 0.00
18.08, 0, 0.00, 0.00
18.13, 0, 0.00, 0.00
18.18, 0, 0.00, 0.00
18.23, 0, 0.00, 0.00
18.28, 0, 0.00, 0.00
18.33, 0, 0.00, 0.00
18.39, 0, 0.00, 0.00
18.44, 0, 0.00, 0.00
18.49, 0, 0.00, 0.00
18.54, 1, 0.00, 2.45
18.59, 1, 0.00, 2.45
18.64, 0, 0.00, 0.00
