Timestamp,Current (A),Voltage (V),Resistance (Ohm)
2025-02-21 11:04:50,-0.0005,-5.409952341999999e-06,0.010819926323852647
2025-02-21 11:04:55,-0.0004,-4.382183862e-06,0.01095548704371761
2025-02-21 11:05:00,-0.00030000000000000003,-3.445095788e-06,0.011483690905636352
2025-02-21 11:05:05,-0.00020000000000000004,-2.49412028e-06,0.012470663753318763
2025-02-21 11:05:10,-0.00010000000000000003,-1.451763238e-06,0.014517777557775575
2025-02-21 11:05:15,-2.710505431213761e-20,-5.735591448e-07,-573.5591448155463
2025-02-21 11:05:19,9.999999999999998e-05,4.2594870099999997e-07,0.004259444415555845
2025-02-21 11:05:24,0.00019999999999999998,1.4547350119999998e-06,0.007273638691806541
2025-02-21 11:05:29,0.0003,2.6867323519999997e-06,0.008955744654184486
2025-02-21 11:05:34,0.00039999999999999996,3.7817704159999998e-06,0.00945440240399399
2025-02-21 11:05:40,0.0005,4.531452606e-06,0.009062887086225827
