Timestamp,Load Pressure (bar),Voltage (V),Resistance (ohm)
2025-01-31 17:36:06,1.2,1.952528523e-06,0.00650840671531095
2025-01-31 17:37:16,2.0,2.3827589549999997e-06,0.00794250337498875
2025-01-31 17:37:44,3.0,2.415905306e-06,0.008052990843363856
2025-01-31 17:38:37,4.3,2.4402848329999997e-06,0.008134255662481124
2025-01-31 17:41:43,5.0,2.300979802e-06,0.00766990710697631
2025-01-31 17:42:23,6.0,2.1938159640000004e-06,0.00731269550434832
2025-01-31 17:43:07,7.0,2.188955477e-06,0.007296493935020217
2025-01-31 17:43:56,9.0,2.108487528e-06,0.007028268332438891
2025-01-31 17:44:29,10.0,2.145852304e-06,0.007152817170609431
2025-01-31 17:44:41,11.0,2.0699847289999996e-06,0.0068999260969130095
2025-01-31 17:45:20,13.0,2.0301745019999997e-06,0.006767225782580724
2025-01-31 17:46:10,16.0,2.0764034440000004e-06,0.006921321742260861
2025-01-31 17:46:48,19.0,2.016785033e-06,0.006722594368018774
2025-01-31 17:47:19,21.0,1.982503078e-06,0.006608321565594781
2025-01-31 17:48:07,28.0,1.9973990389999997e-06,0.006657974603417988
2025-01-31 17:48:31,32.0,1.920015616e-06,0.006400030719897601
2025-01-31 17:49:01,36.0,1.9136115339999995e-06,0.0063786838510538285
2025-01-31 17:49:43,45.0,1.870424791e-06,0.0062347285209049304
2025-01-31 17:50:06,48.0,1.948746315e-06,0.006495799397335343
2025-01-31 17:51:31,61.0,1.9358205957e-06,0.006452713809953966
2025-01-31 17:52:40,68.0,1.9630457679999997e-06,0.006543464081786393
2025-01-31 17:54:42,71.0,1.93334561e-06,0.0064444638851203825
2025-01-31 17:54:59,73.0,1.9354908550000003e-06,0.006451614677951075
2025-01-31 17:55:34,76.0,1.96733602e-06,0.006557764874117087
2025-01-31 17:56:08,80.0,1.961270263e-06,0.006537545751514162
2025-01-31 17:56:31,86.0,2.013181197e-06,0.006710581621394596
2025-01-31 17:56:54,92.0,2.0750684259999994e-06,0.006916871697094341
2025-01-31 17:57:17,96.0,2.0582846189999996e-06,0.006860925860247132
2025-01-31 17:57:37,98.0,2.064537201e-06,0.0068817677307742315
2025-01-31 17:58:03,100.0,2.061389682e-06,0.006871276035746547
2025-01-31 17:58:22,105.0,2.0881490900000004e-06,0.006960473765087451
2025-01-31 17:58:47,110.0,2.2184646149999997e-06,0.007394857400475331
2025-01-31 17:59:07,113.0,2.19226246e-06,0.00730751717494275
2025-01-31 17:59:29,115.0,2.1888584570000003e-06,0.007296170536098215
2025-01-31 17:59:45,117.0,2.201576435e-06,0.007338563654787818
2025-01-31 18:00:06,120.0,2.265951423e-06,0.007553146232845891
2025-01-31 18:00:28,125.0,2.2952708089999997e-06,0.007650877193742687
2025-01-31 18:00:55,127.0,2.310857402e-06,0.0077028323305588986
2025-01-31 18:01:16,131.0,2.3817223800000003e-06,0.007939048136506213
2025-01-31 18:01:35,135.0,2.395833427e-06,0.007986084803050656
2025-01-31 18:02:19,139.0,2.4336834780000005e-06,0.008112251219162606
2025-01-31 18:02:38,141.0,2.406613604e-06,0.008022018606604646
2025-01-31 18:03:04,143.0,2.4412457629999997e-06,0.008137458751804159
2025-01-31 18:03:21,147.0,2.500408864e-06,0.008334668431105231
2025-01-31 18:03:39,150.0,2.550193834e-06,0.00850061777794074
2025-01-31 18:03:57,155.0,2.5371556830000003e-06,0.00845715741947527
2025-01-31 18:04:18,159.0,2.555663173e-06,0.00851884884717051
2025-01-31 18:04:37,161.0,2.1253699600000003e-06,0.007084542918190274
2025-01-31 18:05:11,163.0,1.4228732997e-06,0.004742895189349369
2025-01-31 18:05:42,167.0,7.774872919e-07,0.0025916156676144414
2025-01-31 18:06:02,171.0,5.538469370499999e-07,0.0018461503029989898
2025-01-31 18:06:33,175.0,4.3401671973e-07,0.0014467175767080777
2025-01-31 18:06:59,179.0,4.4673674865999997e-07,0.0014891175318082273
2025-01-31 18:08:12,183.0,3.5524140462e-07,0.001184134068286439
2025-01-31 18:08:40,185.0,4.3103205525000003e-07,0.001436768728270906
2025-01-31 18:09:04,190.0,6.090144240322e-07,0.002030041313302956
2025-01-31 18:09:27,193.0,7.959838180099999e-07,0.0026532705491315025
2025-01-31 18:11:24,197.0,9.258658722e-07,0.003086209286635711
2025-01-31 18:11:41,200.0,9.309103449e-07,0.0031030241395862018
