Timestamp,Current (A),Voltage (V),Resistance (Ohm)
2025-01-17 17:32:06,-0.0005,-7.817742385999998e-06,0.015635516043032083
2025-01-17 17:32:13,-0.00045,-6.501835998e-06,0.01444855654790344
2025-01-17 17:32:21,-0.00039999999999999996,-5.603345031999999e-06,0.014008397600994002
2025-01-17 17:32:28,-0.00034999999999999994,-4.87362401e-06,0.013924679813370897
2025-01-17 17:32:36,-0.0002999999999999999,-4.224554962e-06,0.01408189681298938
2025-01-17 17:32:43,-0.0002499999999999999,-3.61400591e-06,0.014456081464325865
2025-01-17 17:32:51,-0.0001999999999999999,-3.0808069700000003e-06,0.01540411187055936
2025-01-17 17:32:58,-0.0001499999999999999,-2.5501664219999997e-06,0.017001222821485484
2025-01-17 17:33:05,-9.999999999999991e-05,-2.041539956e-06,0.02041560371603718
2025-01-17 17:33:13,-4.999999999999991e-05,-1.5344206740000001e-06,0.03068902726054527
2025-01-17 17:33:20,9.486769009248164e-20,-1.0823684652e-06,-1082.3684650973182
2025-01-17 17:33:28,5.00000000000001e-05,-6.710853506e-07,-0.01342143858322831
2025-01-17 17:33:35,0.0001000000000000001,-2.656195952e-07,-0.0026561693903060946
2025-01-17 17:33:43,0.0001500000000000001,1.2653955077999998e-07,0.0008435913812574577
2025-01-17 17:33:51,0.0002000000000000001,-6.913420386000001e-07,-0.0034566929095354517
2025-01-17 17:33:58,0.0002500000000000001,-1.1095422399999997e-07,-0.00044381512073951666
2025-01-17 17:34:06,0.00030000000000000014,7.37775794e-07,0.0024592444491851684
2025-01-17 17:34:13,0.00035000000000000016,1.438654998e-06,0.004110431107339691
2025-01-17 17:34:21,0.0004000000000000002,2.0015884699999995e-06,0.005003958665103334
2025-01-17 17:34:28,0.0004500000000000002,2.8091597359999998e-06,0.006242563318748177
