Timestamp,Current (A),Voltage (V),Resistance (Ohms)
2024-09-18 15:39:54,-0.0005,-6.1573128e-06,0.012314650229300459
2024-09-18 15:39:57,-0.0004,-5.468166598000001e-06,0.01367045067112668
2024-09-18 15:39:59,-0.00030000000000000003,-4.733591104000001e-06,0.015778689608965366
2024-09-18 15:40:02,-0.00020000000000000004,-4.0426119759999995e-06,0.02021316094580472
2024-09-18 15:40:04,-0.00010000000000000003,-3.338323788e-06,0.033383571715717146
2024-09-18 15:40:07,-2.710505431213761e-20,-2.6231411779999996e-06,-2623.1411780710996
2024-09-18 15:40:09,9.999999999999998e-05,-1.948873784e-06,-0.01948854295457046
2024-09-18 15:40:12,0.00019999999999999998,-1.203032234e-06,-0.0060151310943445295
2024-09-18 15:40:14,0.0003,-4.842403516000001e-07,-0.0016141291249029174
2024-09-18 15:40:17,0.00039999999999999996,2.453876996e-07,0.0006134677153307117
2024-09-18 15:40:19,0.0005,9.466875262e-07,0.0018933712656574685
