Timestamp,Current (A),Voltage (V),Resistance (Ohm)
2025-02-19 18:57:04,1.0,1.093063501e-05,0.021861226297547404
2025-02-19 18:58:39,1.7,1.355926359e-05,0.02711847294305411
2025-02-19 19:00:00,1.6,1.3444394089999998e-05,0.02688873440253119
2025-02-19 19:00:50,3.2,1.297927291e-05,0.025958493903012195
2025-02-19 19:03:35,3.1,1.301494227e-05,0.02602983248033504
2025-02-19 19:05:18,4.2,1.345968863e-05,0.026919323421353156
2025-02-19 19:07:17,5.0,1.2540607470000001e-05,0.025081164777670445
2025-02-19 19:08:10,6.5,1.286531524e-05,0.025730579018841963
2025-02-19 19:08:38,7.5,1.2660725390000002e-05,0.025321400137199728
2025-02-19 19:09:28,8.4,1.2790637740000001e-05,0.025581224317551367
2025-02-19 19:12:03,13.0,1.3120740739999998e-05,0.026241428997142
2025-02-19 19:13:28,17.5,1.2833160620000001e-05,0.025666269907460185
2025-02-19 19:15:02,23.0,1.279622538e-05,0.025592399575200847
2025-02-19 19:15:52,24.0,1.343049663e-05,0.02686093953812092
2025-02-19 19:22:29,62.0,1.500460436e-05,0.030009148701702595
2025-02-19 19:25:50,65.0,1.4396043600000001e-05,0.02879202961594077
2025-02-19 19:29:42,70.0,1.4502251599999999e-05,0.029004445191109614
2025-02-19 19:32:11,70.0,1.4556389029999998e-05,0.029112719834560326
2025-02-19 19:34:16,78.0,1.484084412e-05,0.029681628876742246
2025-02-19 19:38:08,84.0,1.50818292e-05,0.030163598072803853
2025-02-19 19:40:08,88.0,1.5277558440000002e-05,0.030555055769888463
2025-02-19 19:42:27,93.0,1.5509220319999996e-05,0.031018378603242785
2025-02-19 19:44:17,98.0,1.566177501e-05,0.031323487373025254
2025-02-19 19:45:53,100.0,1.5765778790000004e-05,0.03153149451701097
2025-02-19 19:48:22,104.0,1.5901003500000002e-05,0.03180194339611321
2025-02-19 19:49:33,108.0,1.606372805e-05,0.032127391845216305
2025-02-19 19:50:26,110.0,1.6204769509999997e-05,0.03240947420105159
2025-02-19 19:51:26,113.0,1.633735438e-05,0.03267464341071318
2025-02-19 19:52:42,118.0,1.6575420439999998e-05,0.03315077457845084
2025-02-19 19:53:54,120.0,1.665132951e-05,0.033302592414815174
2025-02-19 19:55:30,122.0,1.673166514e-05,0.03346326335347329
2025-02-19 19:55:44,124.0,1.6769343430000002e-05,0.03353861978276044
2025-02-19 19:56:07,126.0,1.683785747e-05,0.033675647588704824
2025-02-19 19:56:28,128.0,1.6926989970000002e-05,0.033853912232175536
2025-02-19 19:56:43,130.0,1.6990394910000004e-05,0.03398072185855629
2025-02-19 19:57:06,132.0,1.708379284e-05,0.03416751734496531
2025-02-19 19:57:23,134.0,1.7165397729999996e-05,0.034330726798546395
2025-02-19 19:57:38,136.0,1.726027468e-05,0.03452048031903936
2025-02-19 19:58:00,139.0,1.7377594039999997e-05,0.034755118569762856
2025-02-19 19:58:30,142.0,1.7526163369999997e-05,0.03505225663548672
2025-02-19 19:58:55,144.0,1.7641494100000002e-05,0.03528291763416473
2025-02-19 19:59:21,147.0,1.772812025e-05,0.035456169587660825
2025-02-19 19:59:39,149.0,1.784958296e-05,0.035699094521810956
2025-02-19 19:59:56,154.0,1.798479986e-05,0.035969527780944435
2025-02-19 20:00:38,161.0,1.819631046e-05,0.03639254813490373
2025-02-19 20:01:24,167.0,1.770453947e-05,0.035409008121983755
2025-02-19 20:01:39,170.0,1.617548181e-05,0.032350898918202156
2025-02-19 20:01:59,172.0,1.0082701184e-05,0.020165362037275925
2025-02-19 20:02:16,175.0,5.332166016e-06,0.010664310703378593
2025-02-19 20:02:41,177.0,3.033354476e-06,0.006066696818606362
2025-02-19 20:02:55,180.0,2.954168737e-06,0.005908325657348685
2025-02-19 20:03:14,182.0,3.005883495e-06,0.006011754966490066
2025-02-19 20:03:28,185.0,3.0643538530000005e-06,0.006128695448609103
2025-02-19 20:04:17,190.0,4.6455788720000005e-06,0.009291139161721676
2025-02-19 20:04:48,194.0,6.444700932e-06,0.012889376085247829
2025-02-19 20:05:02,198.0,6.977721508999999e-06,0.013955415107169784
2025-02-19 20:05:34,200.0,7.499753528e-06,0.014999477057045884
2025-02-19 20:05:58,206.0,7.6188964000000005e-06,0.015237762324475351
2025-02-19 20:06:34,211.0,7.609867536e-06,0.015219704632590734
