Timestamp,Current (A),Voltage (V),Resistance (Ohms)
2024-11-21 15:43:08,-0.0005,-1.3336126579999999e-05,0.026672306504613007
2024-11-21 15:43:10,-0.0004,-1.079479264e-05,0.02698704906762267
2024-11-21 15:43:13,-0.00030000000000000003,-8.247680794e-06,0.027492360954536516
2024-11-21 15:43:15,-0.00020000000000000004,-5.707129866e-06,0.028535792008960035
2024-11-21 15:43:18,-0.00010000000000000003,-3.160058692e-06,0.031600902929029284
2024-11-21 15:43:20,-2.710505431213761e-20,-6.302559849999999e-07,-630.255985017083
2024-11-21 15:43:23,9.999999999999998e-05,1.7513360580000002e-06,0.017513185448145525
2024-11-21 15:43:25,0.00019999999999999998,4.291531672e-06,0.021457551072244643
2024-11-21 15:43:27,0.0003,6.980013836e-06,0.023266635231215898
2024-11-21 15:43:30,0.00039999999999999996,9.519858839999997e-06,0.023799587601030993
2024-11-21 15:43:32,0.0005,1.20493432e-05,0.024098638202723593
