Timestamp,Pressure (bar),Voltage (V),Resistance (ohms)
2024-08-27 13:07:07,0.0,3.91355035625e-06,0.007827085058329884
2024-08-27 13:10:44,1.0,4.6003037625e-06,0.009200589123821752
2024-08-27 13:11:16,1.0,4.60047297625e-06,0.009200927550644897
2024-08-27 13:12:08,1.0,4.5938037137500004e-06,0.009187589052321896
2024-08-27 13:14:07,1.2,4.5966640874999996e-06,0.009193309788380422
2024-08-27 13:14:32,1.2,4.5957110749999995e-06,0.009191403767192465
2024-08-27 13:16:27,1.3,4.61488785875e-06,0.009229757257985484
2024-08-27 13:17:02,1.3,4.616845774999999e-06,0.009233673082653833
2024-08-27 13:18:20,1.5,4.6438520587499995e-06,0.009287685542128913
2024-08-27 13:18:36,1.5,4.63909352625e-06,0.009278168496163006
2024-08-27 13:19:23,1.7,4.5871261125000005e-06,0.009174233876532248
2024-08-27 13:19:40,1.7,4.589083461249999e-06,0.009178148566202865
2024-08-27 13:20:52,1.7,4.5829711675e-06,0.009165924003151993
2024-08-27 13:21:52,2.2,4.57951470625e-06,0.009159011094477811
2024-08-27 13:22:42,2.2,4.60159068125e-06,0.009203162956174087
2024-08-27 13:23:02,2.2,4.58137143875e-06,0.009162724552050895
2024-08-27 13:23:24,2.5,4.6124243875e-06,0.009224830325339349
2024-08-27 13:23:41,2.5,4.6064271825e-06,0.009212835939328121
2024-08-27 13:24:18,2.8,4.64141084e-06,0.00928280311439377
2024-08-27 13:25:04,2.9,4.6089404562499995e-06,0.009217862476775045
2024-08-27 13:25:27,2.9,4.6570641574999995e-06,0.009314109686780625
2024-08-27 13:27:49,3.0,4.6081541824999995e-06,0.009216289932420133
2024-08-27 13:28:37,3.0,4.61750089625e-06,0.009234983322533355
2024-08-27 13:30:40,3.0,4.57664581875e-06,0.009153273330953338
2024-08-27 13:31:32,3.0,4.7231501649999995e-06,0.009446281437437124
2024-08-27 13:32:56,3.0,4.704534691249999e-06,0.00940905056439887
2024-08-27 13:34:16,3.1,4.7149660612499994e-06,0.009429913262673473
2024-08-27 13:42:03,3.2,4.72495787375e-06,0.009449896847706304
2024-08-27 13:45:16,3.3,4.79273472e-06,0.00958545026909946
2024-08-27 13:46:55,3.5,4.954428335e-06,0.009908836852326295
2024-08-27 13:48:22,3.7,5.08990904e-06,0.010179797720404558
2024-08-27 13:49:43,3.9,5.1759045124999994e-06,0.010351788321423356
2024-08-27 13:50:25,4.0,5.1578379725e-06,0.010315655313689373
2024-08-27 13:51:51,4.2,5.07405610875e-06,0.010148091921316157
2024-08-27 13:53:14,4.8,5.111530306250001e-06,0.010223040166419667
2024-08-27 13:54:15,5.1,5.14456883e-06,0.010289117081765836
2024-08-27 13:54:59,5.4,5.1187395475e-06,0.01023745862008276
2024-08-27 13:55:49,5.7,5.2249937375e-06,0.010449966575066848
2024-08-27 13:56:27,6.3,5.19645588e-06,0.010392890974218052
2024-08-27 13:56:54,6.3,5.1572969625e-06,0.010314573295853407
2024-08-27 13:59:57,6.3,5.10740221375e-06,0.010214783997932004
2024-08-27 14:04:53,7.0,5.0420893062500004e-06,0.010084158444183111
2024-08-27 14:06:50,7.3,5.04450213375e-06,0.01008898408953182
2024-08-27 14:07:46,8.0,5.11921684125e-06,0.010238413205673588
2024-08-27 14:08:26,8.6,5.132215083750001e-06,0.010264409638680723
2024-08-27 14:10:27,9.6,5.105969975e-06,0.010211919526160946
2024-08-27 14:12:12,10.0,5.0947013e-06,0.010189382221235556
2024-08-27 14:12:49,11.0,5.16078965125e-06,0.01032155865938268
2024-08-27 14:13:35,12.0,5.0958090825e-06,0.010191597781804436
2024-08-27 14:14:27,13.0,5.1238815524999995e-06,0.01024774260951478
2024-08-27 14:15:28,14.0,5.05955985125e-06,0.010119099464301071
2024-08-27 14:15:46,14.0,5.03026316875e-06,0.010060506216487568
2024-08-27 14:18:04,17.0,5.0401138025e-06,0.01008020744458511
2024-08-27 14:20:10,20.5,5.0076277137499996e-06,0.010015235397029204
2024-08-27 14:26:17,23.5,4.90484206125e-06,0.009809664503170994
2024-08-27 14:26:51,23.5,4.870181998750001e-06,0.009740344516810967
2024-08-27 14:28:49,25.0,4.9391580612499995e-06,0.009878296365907266
2024-08-27 14:29:09,25.0,4.911998925e-06,0.009823978202043596
2024-08-27 14:30:26,35.0,4.7092595175e-06,0.009418500197999603
2024-08-27 14:30:51,35.0,4.6854297575e-06,0.009370840773318453
2024-08-27 14:32:45,38.0,4.64006101125e-06,0.009280103462293075
2024-08-27 14:33:04,38.0,4.63116681625e-06,0.009262315107869783
2024-08-27 14:34:23,38.5,4.6174411925000005e-06,0.00923486391527217
2024-08-27 14:36:47,38.5,4.58755459375e-06,0.009175090837318324
2024-08-27 14:39:11,39.0,4.62441867875e-06,0.00924881885986228
